id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
7607,KIC 8540376 c,3498,6.35 Earths,14.411,2015
7608,KIC 9663113 b,5202,19.2 Earths,14.027,2015
7609,KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
7610,KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
7611,KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
7612,KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
7613,KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
7614,KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
7615,KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
7616,KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
7617,KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
7618,KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
7619,KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
7620,KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
7621,KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
7622,KMT-2018-BLG-0029L b,11026,7.59 Earths,,2020
7623,KMT-2018-BLG-0748L b,23813,0.19 Jupiters,,2020
7624,KMT-2018-BLG-1025L b,21872,6.059 Earths,,2021
7625,MASCARA-4 b,557,3.1 Jupiters,8.191,2020
7626,MOA-2007-BLG-192L b,3262,3.3 Earths,,2008
7627,MOA-2007-BLG-400L b,18920,0.83 Jupiters,,2008
7628,MOA-2008-BLG-310L b,25117,23.4 Earths,26.2,2009
7629,MOA-2008-BLG-379L b,10765,4.1 Jupiters,,2013
7630,MOA-2009-BLG-266L b,9916,10.4 Earths,,2011
7631,MOA-2009-BLG-319L b,22997,0.212 Jupiters,,2010
7632,MOA-2009-BLG-387L b,18561,2.6 Jupiters,,2010
7633,MOA-2010-BLG-073L b,9134,11 Jupiters,,2012
7634,MOA-2010-BLG-117L b,11417,0.54 Jupiters,24.3,2018
7635,MOA-2010-BLG-328L b,2642,9.2 Earths,18.66,2013
7636,MOA-2010-BLG-353L b,20975,0.27 Jupiters,,2015
7637,MOA-2010-BLG-477L b,7503,1.5 Jupiters,,2012
7638,MOA-2011-BLG-028L b,24074,30 Earths,,2016
7639,MOA-2011-BLG-262L b,23486,17 Earths,,2014
7640,MOA-2011-BLG-291L b,14353,18 Earths,,2018
7641,MOA-2011-BLG-293L b,25183,4.8 Jupiters,,2012
7642,MOA-2011-BLG-322L b,24661,11.6 Jupiters,,2013
7643,MOA-2012-BLG-006L b,17289,8.4 Jupiters,,2017
7644,MOA-2012-BLG-505L b,23519,6.7 Earths,,2017
7645,MOA-2013-BLG-220L b,21921,2.74 Jupiters,,2014
7646,MOA-2013-BLG-605L b,2773,3.24 Earths,,2016
7647,MOA-2015-BLG-337L b,23160,33.7 Earths,,2018
7648,MOA-2016-BLG-227L b,21203,2.8 Jupiters,,2017
7649,MOA-2016-BLG-319L b,22182,0.62 Jupiters,,2018
7650,MOA-bin-1L b,16636,3.7 Jupiters,22.59,2012
7651,MOA-bin-29 b,23225,0.6 Jupiters,44.61,2019
7652,mu2 Scorpii b,,14.4 Jupiters,3.56,2022
7653,Mu Leonis b,106,2.4 Jupiters,3.86648,2014
7654,MXB 1658-298 b,,23.7 Jupiters,,2017
7655,NGC 2682 Sand 364 b,2666,6.69 Jupiters,9.616,2014
7656,NGC 2682 Sand 978 b,2681,2.18 Jupiters,9.814,2017
7657,NGC 2682 YBP 1194 b,2847,0.32 Jupiters,14.569,2014
7658,NGC 2682 YBP 1514 b,2982,0.4 Jupiters,14.684,2014
7659,NGC 2682 YBP 401 b,2710,0.46 Jupiters,13.699,2016
7660,NGTS-10 b,1059,2.162 Jupiters,14.506,2020
7661,NGTS-11 b,621,0.344 Jupiters,12.456,2020
7662,NGTS-12 b,1456,0.208 Jupiters,12.382,2020
7663,NGTS-13 b,2112,4.84 Jupiters,12.744,2021
7664,NGTS-14 A b,1051,29.24036 Earths,13.268,2021
7665,NGTS-15 b,2566,0.751 Jupiters,14.669,2021
7666,NGTS-16 b,2930,0.667 Jupiters,14.529,2021
7667,NGTS-17 b,3393,0.764 Jupiters,14.412,2021
7668,NGTS-18 b,3576,0.409 Jupiters,14.588,2021
7669,NGTS-1 b,712,0.812 Jupiters,15.667,2017
7670,NGTS-20 b,1249,2.98 Jupiters,11.233,2022
7671,NGTS-21 b,1934,2.36 Jupiters,15.506,2022
7672,NGTS-23 b,3506,0.613 Jupiters,14.126,2022
7673,NGTS-24 b,2228,0.52 Jupiters,13.214,2022
7674,NGTS-25 b,1700,0.639 Jupiters,14.333,2022
7675,NGTS-2 b,1163,0.74 Jupiters,10.789,2018
7676,NGTS-3 A b,2427,2.38 Jupiters,14.669,2018
7677,NGTS-4 b,915,20.6 Earths,13.138,2019
7678,NGTS-5 b,1001,0.229 Jupiters,13.789,2019
7679,NGTS-6 b,1006,1.339 Jupiters,14.237,2019
7680,NGTS-8 b,1399,0.93 Jupiters,13.69,2019
7681,NGTS-9 b,1987,2.9 Jupiters,12.868,2019
7682,NN Serpentis c,1683,7.33 Jupiters,16.943,2010
7683,NN Serpentis d,1683,2.3 Jupiters,16.943,2010
7684,NSVS 14256825 b,2678,14.15 Jupiters,13.296,2019
7685,Nu Ophiuchi b,151,22.206 Jupiters,3.31216,2012
7686,Nu Ophiuchi c,151,24.662 Jupiters,3.31216,2012
7687,NY Virginis b,1775,2.3 Jupiters,13.496,2011
7688,NY Virginis c,1775,5.54 Jupiters,13.496,2019
7689,OGLE-2003-BLG-235L b,18920,2.6 Jupiters,21.4,2004
7690,OGLE-2005-BLG-071L b,10438,3.8 Jupiters,21.3,2005
7691,OGLE-2005-BLG-169L b,13374,14.1 Earths,22.783,2006
7692,OGLE-2005-BLG-390L b,21529,5.5 Earths,,2005
7693,OGLE-2006-BLG-109L b,4926,0.727 Jupiters,,2008
7694,OGLE-2006-BLG-109L c,4926,0.27 Jupiters,,2008
7695,OGLE-2007-BLG-349L AB c,9003,0.25171 Jupiters,24.73,2016
7696,OGLE-2007-BLG-368L b,19246,20 Earths,17.71,2009
7697,OGLE-2008-BLG-092L b,26422,0.18 Jupiters,,2014
7698,OGLE-2008-BLG-355L b,22182,4.6 Jupiters,,2014
7699,OGLE-2011-BLG-0173L b,19898,0.19 Jupiters,,2018
7700,NGTS-2 b,1163,0.74 Jupiters,10.789,2018
7701,NGTS-3 A b,2427,2.38 Jupiters,14.669,2018
7702,NGTS-4 b,915,20.6 Earths,13.138,2019
7703,NGTS-5 b,1001,0.229 Jupiters,13.789,2019
7704,NGTS-6 b,1006,1.339 Jupiters,14.237,2019
7705,NGTS-8 b,1399,0.93 Jupiters,13.69,2019
7706,NGTS-9 b,1987,2.9 Jupiters,12.868,2019
7707,NN Serpentis c,1683,7.33 Jupiters,16.943,2010
7708,NN Serpentis d,1683,2.3 Jupiters,16.943,2010
7709,NSVS 14256825 b,2678,14.15 Jupiters,13.296,2019
7710,Nu Ophiuchi b,151,22.206 Jupiters,3.31216,2012
7711,Nu Ophiuchi c,151,24.662 Jupiters,3.31216,2012
7712,NY Virginis b,1775,2.3 Jupiters,13.496,2011
7713,NY Virginis c,1775,5.54 Jupiters,13.496,2019
7714,OGLE-2003-BLG-235L b,18920,2.6 Jupiters,21.4,2004
7715,OGLE-2005-BLG-071L b,10438,3.8 Jupiters,21.3,2005
7716,OGLE-2005-BLG-169L b,13374,14.1 Earths,22.783,2006
7717,OGLE-2005-BLG-390L b,21529,5.5 Earths,,2005
7718,OGLE-2006-BLG-109L b,4926,0.727 Jupiters,,2008
7719,OGLE-2006-BLG-109L c,4926,0.27 Jupiters,,2008
7720,OGLE-2007-BLG-349L AB c,9003,0.25171 Jupiters,24.73,2016
7721,OGLE-2007-BLG-368L b,19246,20 Earths,17.71,2009
7722,OGLE-2008-BLG-092L b,26422,0.18 Jupiters,,2014
7723,OGLE-2008-BLG-355L b,22182,4.6 Jupiters,,2014
7724,OGLE-2011-BLG-0173L b,19898,0.19 Jupiters,,2018
7725,NGTS-2 b,1163,0.74 Jupiters,10.789,2018
7726,NGTS-3 A b,2427,2.38 Jupiters,14.669,2018
7727,NGTS-4 b,915,20.6 Earths,13.138,2019
7728,NGTS-5 b,1001,0.229 Jupiters,13.789,2019
7729,NGTS-6 b,1006,1.339 Jupiters,14.237,2019
7730,NGTS-8 b,1399,0.93 Jupiters,13.69,2019
7731,NGTS-9 b,1987,2.9 Jupiters,12.868,2019
7732,NN Serpentis c,1683,7.33 Jupiters,16.943,2010
7733,NN Serpentis d,1683,2.3 Jupiters,16.943,2010
7734,NSVS 14256825 b,2678,14.15 Jupiters,13.296,2019
7735,Nu Ophiuchi b,151,22.206 Jupiters,3.31216,2012
7736,Nu Ophiuchi c,151,24.662 Jupiters,3.31216,2012
7737,NY Virginis b,1775,2.3 Jupiters,13.496,2011
7738,NY Virginis c,1775,5.54 Jupiters,13.496,2019
7739,OGLE-2003-BLG-235L b,18920,2.6 Jupiters,21.4,2004
7740,OGLE-2005-BLG-071L b,10438,3.8 Jupiters,21.3,2005
7741,OGLE-2005-BLG-169L b,13374,14.1 Earths,22.783,2006
7742,OGLE-2005-BLG-390L b,21529,5.5 Earths,,2005
7743,OGLE-2006-BLG-109L b,4926,0.727 Jupiters,,2008
7744,OGLE-2006-BLG-109L c,4926,0.27 Jupiters,,2008
7745,OGLE-2007-BLG-349L AB c,9003,0.25171 Jupiters,24.73,2016
7746,OGLE-2007-BLG-368L b,19246,20 Earths,17.71,2009
7747,OGLE-2008-BLG-092L b,26422,0.18 Jupiters,,2014
7748,OGLE-2008-BLG-355L b,22182,4.6 Jupiters,,2014
7749,OGLE-2011-BLG-0173L b,19898,0.19 Jupiters,,2018
7750,NGTS-2 b,1163,0.74 Jupiters,10.789,2018
7751,NGTS-3 A b,2427,2.38 Jupiters,14.669,2018
7752,NGTS-4 b,915,20.6 Earths,13.138,2019
7753,NGTS-5 b,1001,0.229 Jupiters,13.789,2019
7754,NGTS-6 b,1006,1.339 Jupiters,14.237,2019
7755,NGTS-8 b,1399,0.93 Jupiters,13.69,2019
7756,NGTS-9 b,1987,2.9 Jupiters,12.868,2019
7757,NN Serpentis c,1683,7.33 Jupiters,16.943,2010
7758,NN Serpentis d,1683,2.3 Jupiters,16.943,2010
7759,NSVS 14256825 b,2678,14.15 Jupiters,13.296,2019
7760,Nu Ophiuchi b,151,22.206 Jupiters,3.31216,2012
7761,Nu Ophiuchi c,151,24.662 Jupiters,3.31216,2012
7762,NY Virginis b,1775,2.3 Jupiters,13.496,2011
7763,NY Virginis c,1775,5.54 Jupiters,13.496,2019
7764,OGLE-2003-BLG-235L b,18920,2.6 Jupiters,21.4,2004
7765,OGLE-2005-BLG-071L b,10438,3.8 Jupiters,21.3,2005
7766,OGLE-2005-BLG-169L b,13374,14.1 Earths,22.783,2006
7767,OGLE-2005-BLG-390L b,21529,5.5 Earths,,2005
7768,OGLE-2006-BLG-109L b,4926,0.727 Jupiters,,2008
7769,OGLE-2006-BLG-109L c,4926,0.27 Jupiters,,2008
7770,OGLE-2007-BLG-349L AB c,9003,0.25171 Jupiters,24.73,2016
7771,OGLE-2007-BLG-368L b,19246,20 Earths,17.71,2009
7772,OGLE-2008-BLG-092L b,26422,0.18 Jupiters,,2014
7773,OGLE-2008-BLG-355L b,22182,4.6 Jupiters,,2014
7774,OGLE-2011-BLG-0173L b,19898,0.19 Jupiters,,2018
7775,OGLE-2011-BLG-0251L b,8383,0.53 Jupiters,,2012
7776,OGLE-2011-BLG-0265L b,14288,0.88 Jupiters,,2015
7777,OGLE-2012-BLG-0026L b,13110,0.145 Jupiters,20.66,2012
7778,OGLE-2012-BLG-0026L c,13110,0.86 Jupiters,20.66,2012
7779,OGLE-2012-BLG-0358L b,5741,1.85 Jupiters,,2013
7780,OGLE-2012-BLG-0406L b,16212,2.73 Jupiters,,2013
7781,OGLE-2012-BLG-0563L b,4241,0.39 Jupiters,,2015
7782,OGLE-2012-BLG-0724L b,21855,0.47 Jupiters,,2016
7783,OGLE-2012-BLG-0838L b,20616,0.167 Jupiters,,2020
7784,OGLE-2012-BLG-0950L b,8481,35 Earths,,2016
7785,OGLE-2013-BLG-0102L b,9916,13 Jupiters,,2014
7786,OGLE-2013-BLG-0132L b,12722,0.29 Jupiters,,2017
7787,OGLE-2013-BLG-0341L B b,2972,1.66 Earths,,2014
7788,OGLE-2013-BLG-0911L b,10504,9.51 Jupiters,26.42,2019
7789,OGLE-2013-BLG-1721L b,20551,0.64 Jupiters,,2017
7790,OGLE-2013-BLG-1761L b,22508,2.7 Jupiters,,2018
7791,OGLE-2014-BLG-0124L b,13374,0.51 Jupiters,,2015
7792,OGLE-2014-BLG-0319L b,25215,0.57 Jupiters,23.43,2022
7793,OGLE-2014-BLG-0676L b,8710,3.68 Jupiters,,2016
7794,OGLE-2014-BLG-1722L b,20877,0.174 Jupiters,,2018
7795,OGLE-2014-BLG-1722L c,20877,0.263 Jupiters,,2018
7796,OGLE-2014-BLG-1760L b,22377,0.56 Jupiters,23.42,2016
7797,OGLE-2015-BLG-0051L b,26748,0.72 Jupiters,,2016
7798,OGLE-2015-BLG-0954L b,3914,3.4 Jupiters,20.61,2016
7799,OGLE-2015-BLG-0966L b,10765,21 Earths,,2016
7800,OGLE-2015-BLG-1649L b,13798,2.54 Jupiters,,2019
7801,OGLE-2015-BLG-1670L b,21855,17.9 Earths,,2019
7802,OGLE-2015-BLG-1771L b,23062,0.433 Jupiters,,2020
7803,OGLE-2016-BLG-0263L b,21203,4.1 Jupiters,,2017
7804,OGLE-2016-BLG-0613L AB b,11123,4.18 Jupiters,,2017
7805,OGLE-2016-BLG-1067L b,12167,0.43 Jupiters,,2019
7806,OGLE-2016-BLG-1190L b,22084,13.38 Jupiters,,2017
7807,OGLE-2016-BLG-1195L b,12754,1.43 Earths,,2017
7808,OGLE-2016-BLG-1227L b,,0.79 Jupiters,,2020
7809,OGLE-2017-BLG-0173L b,15348,3.269 Earths,,2018
7810,OGLE-2017-BLG-0373L b,19295,0.401 Jupiters,,2018
7811,OGLE-2017-BLG-0406L b,16962,0.41 Jupiters,26.1,2020
7812,OGLE-2017-BLG-0482L b,18920,9 Earths,,2018
7813,OGLE-2017-BLG-0604L b,12885,0.51 Jupiters,,2020
7814,OGLE-2017-BLG-1049L b,18496,5.53 Jupiters,,2020
7815,OGLE-2017-BLG-1099L b,23650,3.02 Jupiters,,2021
7816,OGLE-2017-BLG-1140L b,,1.59 Jupiters,,2018
7817,OGLE-2017-BLG-1375L b,12820,11.28 Jupiters,,2020
7818,OGLE-2017-BLG-1434L b,2805,4.43 Earths,,2018
7819,OGLE-2017-BLG-1522L b,24432,0.75 Jupiters,,2018
7820,OGLE-2017-BLG-1691L b,23780,14.62011 Earths,,2022
7821,OGLE-2018-BLG-0383L b,25117,6.4 Earths,,2022
7822,OGLE-2018-BLG-0532L b,2522,6.228 Earths,,2020
7823,OGLE-2018-BLG-0567L b,23030,0.32 Jupiters,,2021
7824,OGLE-2018-BLG-0596L b,18430,13.93 Earths,,2019
7825,OGLE-2018-BLG-0677L b,24726,3.96 Earths,,2020
7826,OGLE-2018-BLG-0740L b,10438,4.8 Jupiters,18.21,2019
7827,OGLE-2018-BLG-0962L b,21203,1.34 Jupiters,,2021
7828,OGLE-2018-BLG-1011L b,23160,1.8 Jupiters,,2019
7829,OGLE-2018-BLG-1011L c,23160,2.8 Jupiters,,2019
7830,OGLE-2018-BLG-1185L b,24139,8.4 Earths,29.3,2021
7831,OGLE-2018-BLG-1269L b,8188,0.67 Jupiters,17.4,2020
7832,OGLE-2018-BLG-1428L b,20290,0.77 Jupiters,,2021
7833,OGLE-2018-BLG-1700L b,24791,4.4 Jupiters,23.8,2020
7834,OGLE-2019-BLG-0299L b,19017,6.22 Jupiters,,2021
7835,OGLE-2019-BLG-0304L b,22769,0.51 Jupiters,,2021
7836,OGLE-2019-BLG-0362L b,19017,3.26 Jupiters,,2022
7837,OGLE-2019-BLG-0954L b,11841,14.2 Jupiters,,2021
7838,OGLE-2019-BLG-0960L b,3197,2.5 Earths,,2021
7839,OGLE-2019-BLG-1470L AB c,19246,2.2 Jupiters,,2022
7840,OGLE2-TR-L9 b,5309,4.5 Jupiters,14.718,2008
7841,OGLE-TR-10 b,4387,0.62 Jupiters,16.006,2004
7842,OGLE-TR-111 b,3485,0.55 Jupiters,16.707,2004
7843,OGLE-TR-113 b,1848,1.26 Jupiters,15.8485,2004
7844,OGLE-TR-132 b,6565,1.18 Jupiters,16.536,2004
7845,OGLE-TR-182 b,8161,1.01 Jupiters,16.9195,2007
7846,OGLE-TR-211 b,4943,1.03 Jupiters,15.364,2007
7847,OGLE-TR-56 b,923,1.39 Jupiters,15.3,2002
7848,Omega Serpentis b,250,1.7 Jupiters,5.21644,2013
7849,Omicron Coronae Borealis b,277,1.5 Jupiters,5.5052,2012
7850,OGLE-2018-BLG-0677L b,24726,3.96 Earths,,2020
7851,OGLE-2018-BLG-0740L b,10438,4.8 Jupiters,18.21,2019
7852,OGLE-2018-BLG-0962L b,21203,1.34 Jupiters,,2021
7853,OGLE-2018-BLG-1011L b,23160,1.8 Jupiters,,2019
7854,OGLE-2018-BLG-1011L c,23160,2.8 Jupiters,,2019
7855,OGLE-2018-BLG-1185L b,24139,8.4 Earths,29.3,2021
7856,OGLE-2018-BLG-1269L b,8188,0.67 Jupiters,17.4,2020
7857,OGLE-2018-BLG-1428L b,20290,0.77 Jupiters,,2021
7858,OGLE-2018-BLG-1700L b,24791,4.4 Jupiters,23.8,2020
7859,OGLE-2019-BLG-0299L b,19017,6.22 Jupiters,,2021
7860,OGLE-2019-BLG-0304L b,22769,0.51 Jupiters,,2021
7861,OGLE-2019-BLG-0362L b,19017,3.26 Jupiters,,2022
7862,OGLE-2019-BLG-0954L b,11841,14.2 Jupiters,,2021
7863,OGLE-2019-BLG-0960L b,3197,2.5 Earths,,2021
7864,OGLE-2019-BLG-1470L AB c,19246,2.2 Jupiters,,2022
7865,OGLE2-TR-L9 b,5309,4.5 Jupiters,14.718,2008
7866,OGLE-TR-10 b,4387,0.62 Jupiters,16.006,2004
7867,OGLE-TR-111 b,3485,0.55 Jupiters,16.707,2004
7868,OGLE-TR-113 b,1848,1.26 Jupiters,15.8485,2004
7869,OGLE-TR-132 b,6565,1.18 Jupiters,16.536,2004
7870,OGLE-TR-182 b,8161,1.01 Jupiters,16.9195,2007
7871,OGLE-TR-211 b,4943,1.03 Jupiters,15.364,2007
7872,OGLE-TR-56 b,923,1.39 Jupiters,15.3,2002
7873,Omega Serpentis b,250,1.7 Jupiters,5.21644,2013
7874,Omicron Coronae Borealis b,277,1.5 Jupiters,5.5052,2012
7875,Omicron Ursae Majoris b,179,4.1 Jupiters,3.35214,2012
7876,Ophiuchi 11 b,444,14 Jupiters,18.912,2006
7877,PDS 70 b,369,3 Jupiters,12.032,2018
7878,PDS 70 c,369,2 Jupiters,12.032,2019
7879,PH1 b,3370,0.531 Jupiters,13.841,2012
7880,PH2 b,1122,80 Jupiters,12.645,2013
7881,Pi Mensae c,60,3.63 Earths,5.65,2018
7882,Pi Mensae d,60,13.38 Earths,5.65,2022
7883,POTS-1 b,2440,2.31 Jupiters,17.9083,2013
7884,Pr0201 b,589,0.54 Jupiters,10.445,2012
7885,Pr0211 b,596,1.88 Jupiters,12.163,2012
7886,Pr0211 c,596,7.79 Jupiters,12.163,2016
7887,Proxima Centauri b,4,1.27 Earths,11.01,2016
7888,psi1 Draconis B b,74,1.53 Jupiters,5.808,2015
7889,PSR B0329+54 b,1647,1.97 Earths,20.8671,2017
7890,PSR B1257+12 b,1957,0.02 Earths,,1994
7891,PSR B1257+12 c,1957,4.3 Earths,,1992
7892,PSR B1257+12 d,1957,3.9 Earths,,1992
7893,PSR B1620-26 b,,2.5 Jupiters,,2003
7894,PSR J1719-1438 b,3914,1.2 Jupiters,,2011
7895,PSR J2322-2650 b,750,0.7949 Jupiters,,2017
7896,Qatar-10 b,1824,0.736 Jupiters,12.868,2019
7897,Qatar-1 b,605,1.294 Jupiters,12.692,2010
7898,Qatar-2 b,592,2.494 Jupiters,13.443,2011
7899,Qatar-3 b,2400,4.31 Jupiters,12.929,2017
7900,Qatar-4 b,1073,6.1 Jupiters,13.574,2017
7901,Qatar-5 b,1199,4.32 Jupiters,12.614,2017
7902,Qatar-6 b,329,0.668 Jupiters,11.496,2017
7903,Qatar-7 b,2303,1.88 Jupiters,13.134,2019
7904,Qatar-8 b,918,0.371 Jupiters,11.71,2019
7905,Qatar-9 b,697,1.19 Jupiters,14.023,2019
7906,Rho Coronae Borealis b,57,1.0449 Jupiters,5.40816,1997
7907,Rho Coronae Borealis c,57,25 Earths,5.40816,2016
7908,Ross 128 b,11,1.4 Earths,11.12,2017
7909,Ross 458 c,38,6 Jupiters,9.76,2010
7910,Ross 508 b,37,4 Earths,14.18,2022
7911,ROXs 12 b,446,16 Jupiters,14.763,2013
7912,ROXs 42 B b,468,9 Jupiters,14.661,2013
7913,RR Caeli b,69,4.2 Jupiters,14.379,2012
7914,SR 12 AB c,366,13 Jupiters,13.355,2010
7915,SWEEPS-11 b,27727,9.7 Jupiters,19.83,2006
7916,SWEEPS-4 b,27727,3.8 Jupiters,18.8,2006
7917,TAP 26 b,396,1.66 Jupiters,12.5,2017
7918,Tau Bootis b,51,5.95 Jupiters,4.48635,1996
7919,Tau Ceti e,12,3.93 Earths,3.49607,2017
7920,Tau Ceti f,12,3.93 Earths,3.49607,2017
7921,Tau Ceti g,12,1.75 Earths,3.49607,2017
7922,Tau Ceti h,12,1.83 Earths,3.49607,2017
7923,Tau Geminorum b,367,20.6 Jupiters,4.37799,2013
7924,TCP J05074264+2447555 b,1647,20 Earths,14.243,2018
7925,Qatar-4 b,1073,6.1 Jupiters,13.574,2017
7926,Qatar-5 b,1199,4.32 Jupiters,12.614,2017
7927,Qatar-6 b,329,0.668 Jupiters,11.496,2017
7928,Qatar-7 b,2303,1.88 Jupiters,13.134,2019
7929,Qatar-8 b,918,0.371 Jupiters,11.71,2019
7930,Qatar-9 b,697,1.19 Jupiters,14.023,2019
7931,Rho Coronae Borealis b,57,1.0449 Jupiters,5.40816,1997
7932,Rho Coronae Borealis c,57,25 Earths,5.40816,2016
7933,Ross 128 b,11,1.4 Earths,11.12,2017
7934,Ross 458 c,38,6 Jupiters,9.76,2010
7935,Ross 508 b,37,4 Earths,14.18,2022
7936,ROXs 12 b,446,16 Jupiters,14.763,2013
7937,ROXs 42 B b,468,9 Jupiters,14.661,2013
7938,RR Caeli b,69,4.2 Jupiters,14.379,2012
7939,SR 12 AB c,366,13 Jupiters,13.355,2010
7940,SWEEPS-11 b,27727,9.7 Jupiters,19.83,2006
7941,SWEEPS-4 b,27727,3.8 Jupiters,18.8,2006
7942,TAP 26 b,396,1.66 Jupiters,12.5,2017
7943,Tau Bootis b,51,5.95 Jupiters,4.48635,1996
7944,Tau Ceti e,12,3.93 Earths,3.49607,2017
7945,Tau Ceti f,12,3.93 Earths,3.49607,2017
7946,Tau Ceti g,12,1.75 Earths,3.49607,2017
7947,Tau Ceti h,12,1.83 Earths,3.49607,2017
7948,Tau Geminorum b,367,20.6 Jupiters,4.37799,2013
7949,TCP J05074264+2447555 b,1647,20 Earths,14.243,2018
7950,Qatar-4 b,1073,6.1 Jupiters,13.574,2017
7951,Qatar-5 b,1199,4.32 Jupiters,12.614,2017
7952,Qatar-6 b,329,0.668 Jupiters,11.496,2017
7953,Qatar-7 b,2303,1.88 Jupiters,13.134,2019
7954,Qatar-8 b,918,0.371 Jupiters,11.71,2019
7955,Qatar-9 b,697,1.19 Jupiters,14.023,2019
7956,Rho Coronae Borealis b,57,1.0449 Jupiters,5.40816,1997
7957,Rho Coronae Borealis c,57,25 Earths,5.40816,2016
7958,Ross 128 b,11,1.4 Earths,11.12,2017
7959,Ross 458 c,38,6 Jupiters,9.76,2010
7960,Ross 508 b,37,4 Earths,14.18,2022
7961,ROXs 12 b,446,16 Jupiters,14.763,2013
7962,ROXs 42 B b,468,9 Jupiters,14.661,2013
7963,RR Caeli b,69,4.2 Jupiters,14.379,2012
7964,SR 12 AB c,366,13 Jupiters,13.355,2010
7965,SWEEPS-11 b,27727,9.7 Jupiters,19.83,2006
7966,SWEEPS-4 b,27727,3.8 Jupiters,18.8,2006
7967,TAP 26 b,396,1.66 Jupiters,12.5,2017
7968,Tau Bootis b,51,5.95 Jupiters,4.48635,1996
7969,Tau Ceti e,12,3.93 Earths,3.49607,2017
7970,Tau Ceti f,12,3.93 Earths,3.49607,2017
7971,Tau Ceti g,12,1.75 Earths,3.49607,2017
7972,Tau Ceti h,12,1.83 Earths,3.49607,2017
7973,Tau Geminorum b,367,20.6 Jupiters,4.37799,2013
7974,TCP J05074264+2447555 b,1647,20 Earths,14.243,2018
7975,Teegarden's Star b,12,1.05 Earths,15.13,2019
7976,Teegarden's Star c,12,1.11 Earths,15.13,2019
7977,TIC 172900988 b,819,2.96386 Jupiters,10.141,2021
7978,TIC 237913194 b,998,1.942 Jupiters,12.144,2020
7979,TIC 257060897 b,1650,0.67 Jupiters,11.814,2021
7980,TOI-1062 b,268,10.15 Earths,10.249,2021
7981,TOI-1062 c,268,9.78 Earths,10.249,2021
7982,TOI-1064 b,222,13.5 Earths,10.938,2022
7983,TOI-1064 c,222,2.5 Earths,10.938,2022
7984,TOI-1075 b,200,9.95 Earths,12.615,2022
7985,TOI-1107 b,918,3.35 Jupiters,10.553,2022
7986,TOI-1130 b,190,12.9 Earths,11.595,2020
7987,TOI-1130 c,190,0.974 Jupiters,11.595,2020
7988,TOI-1181 b,988,1.18 Jupiters,10.582,2022
7989,TOI-1201 b,124,6.28 Earths,12.26,2021
7990,TOI-1227 b,328,0.209 Jupiters,16.999,2022
7991,TOI-122 b,203,7.85 Earths,15.526,2020
7992,TOI-1231 b,90,15.4 Earths,12.36,2021
7993,TOI-1235 b,129,5.9 Earths,11.495,2020
7994,TOI-1246 b,553,8.1 Earths,11.632,2022
7995,TOI-1246 c,553,8.8 Earths,11.632,2022
7996,TOI-1246 d,553,5.3 Earths,11.632,2022
7997,TOI-1246 e,553,14.8 Earths,11.632,2022
7998,TOI-1259 A b,385,0.441 Jupiters,12.079,2021
7999,TOI-125 b,362,9.5 Earths,11.023,2019
8000,TOI-125 c,362,6.63 Earths,11.023,2019
8001,TOI-125 d,362,13.6 Earths,11.023,2020
8002,TOI-1260 b,240,8.6 Earths,11.922,2021
8003,TOI-1260 c,240,11.8 Earths,11.922,2021
8004,TOI-1266 b,117,13.5 Earths,12.941,2020
8005,TOI-1266 c,117,2.2 Earths,12.941,2020
8006,TOI-1268 b,357,0.30331 Jupiters,10.92,2022
8007,TOI-1272 b,449,24.6 Earths,11.758,2022
8008,TOI-1272 c,449,26.7 Earths,11.758,2022
8009,TOI-1278 b,247,18.5 Jupiters,13.502,2021
8010,TOI-1296 b,1054,0.298 Jupiters,11.37,2021
8011,TOI-1298 b,1041,0.356 Jupiters,11.889,2021
8012,TOI-132 b,534,22.4 Earths,11.197,2020
8013,TOI-1333 b,654,2.37 Jupiters,9.438,2021
8014,TOI-1338 b,1302,33 Earths,11.722,2020
8015,TOI-1411 b,106,2.42 Earths,10.51,2022
8016,TOI-1422 b,506,9 Earths,10.622,2022
8017,TOI-1431 b,486,3.12 Jupiters,8.03,2021
8018,TOI-1442 b,134,1.71 Earths,15.39,2022
8019,TOI-1444 b,409,3.87 Earths,10.936,2021
8020,TOI-1444 c,409,11.8 Earths,10.936,2021
8021,TOI-1452 b,100,4.82 Earths,14.354,2022
8022,TOI-1468 b,81,3.21 Earths,12.5,2022
8023,TOI-1468 c,81,6.64 Earths,12.5,2022
